A¤o;Mes;Provincia;Cant¢n;N£mero de Personas;Fecha de Corte
2023;7;COTOPAXI;LATACUNGA;1;31/7/2023
2023;7;ZAMORA CHINCHIPE;YANTZAZA;2;31/7/2023
2023;7;COTOPAXI;LATACUNGA;0;31/7/2023
2023;7;AZUAY;CUENCA;1;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;MORONA SANTIAGO;MACAS;0;31/7/2023
2023;7;MORONA SANTIAGO;MACAS;0;31/7/2023
2023;7;EL ORO;HUAQUILLAS;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;ESMERALDAS;SAN LORENZO;4;31/7/2023
2023;7;IMBABURA;IBARRA;0;31/7/2023
2023;7;ESMERALDAS;ELOY ALFARO;5;31/7/2023
2023;7;IMBABURA;IBARRA;0;31/7/2023
2023;7;ZAMORA CHINCHIPE;EL PANGUI;7;31/7/2023
2023;7;IMBABURA;IBARRA;0;31/7/2023
2023;7;IMBABURA;IBARRA;0;31/7/2023
2023;7;IMBABURA;IBARRA;0;31/7/2023
2023;7;IMBABURA;IBARRA;0;31/7/2023
2023;7;IMBABURA;IBARRA;0;31/7/2023
2023;7;PASTAZA;PASTAZA;0;31/7/2023
2023;7;IMBABURA;IBARRA;0;31/7/2023
2023;7;IMBABURA;IBARRA;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;1;31/7/2023
2023;7;IMBABURA;IBARRA;0;31/7/2023
2023;7;MORONA SANTIAGO;PALORA;2;31/7/2023
2023;7;MORONA SANTIAGO;PALORA;1;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;SUCUMBIOS;LAGO AGRIO;1;31/7/2023
2023;7;ZAMORA CHINCHIPE;YANTZAZA;1;31/7/2023
2023;7;MORONA SANTIAGO;MACAS;1;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;ESMERALDAS;ESMERALDAS;0;31/7/2023
2023;7;MANABI;PORTOVIEJO;0;31/7/2023
2023;7;EL ORO;MACHALA;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;NAPO;QUIJOS;2;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;PASTAZA;MERA;3;31/7/2023
2023;7;CARCHI;MONTUFAR;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;PASTAZA;PASTAZA;1;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;1;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;TUNGURAHUA;AMBATO;0;31/7/2023
2023;7;NAPO;TENA;0;31/7/2023
2023;7;MORONA SANTIAGO;MACAS;1;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;SUCUMBIOS;SHUSHUFINDI;1;31/7/2023
2023;7;SUCUMBIOS;LAGO AGRIO;1;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;PASTAZA;PASTAZA;2;31/7/2023
2023;7;GUAYAS;GUAYAQUIL;0;31/7/2023
2023;7;TUNGURAHUA;AMBATO;0;31/7/2023
2023;7;ESMERALDAS;ESMERALDAS;1;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;GUAYAS;GUAYAQUIL;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;PICHINCHA;MEJIA;1;31/7/2023
2023;7;PASTAZA;PASTAZA;0;31/7/2023
2023;7;PICHINCHA;MEJIA;1;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;33;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;1;31/7/2023
2023;7;ZAMORA CHINCHIPE;YANTZAZA;1;31/7/2023
2023;7;SUCUMBIOS;NUEVA LOJA;1;31/7/2023
2023;7;PASTAZA;PASTAZA;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;AZUAY;GUALACEO;0;31/7/2023
2023;7;NAPO;TENA;6;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;ZAMORA CHINCHIPE;EL PANGUI;1;31/7/2023
2023;7;CA¥AR;LA TRONCAL;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;3;31/7/2023
2023;7;LOJA;LOJA;0;31/7/2023
2023;7;SUCUMBIOS;CASCALES;0;31/7/2023
2023;7;CA¥AR;LA TRONCAL;0;31/7/2023
2023;7;CA¥AR;LA TRONCAL;0;31/7/2023
2023;7;CA¥AR;LA TRONCAL;0;31/7/2023
2023;7;NAPO;EL CHACO;1;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;SUCUMBIOS;SHUSHUFINDI;1;31/7/2023
2023;7;ORELLANA;LORETO;1;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;SUCUMBIOS;LAGO AGRIO;1;31/7/2023
2023;7;ORELLANA;LORETO;1;31/7/2023
2023;7;ESMERALDAS;SAN LORENZO;0;31/7/2023
2023;7;COTOPAXI;PUJILI;5;31/7/2023
2023;7;AZUAY;CUENCA;1;31/7/2023
2023;7;PASTAZA;PASTAZA;1;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;SUCUMBIOS;SHUSHUFINDI;1;31/7/2023
2023;7;SANTA ELENA;SALINAS;0;31/7/2023
2023;7;MANABI;MANTA;0;31/7/2023
2023;7;IMBABURA;IBARRA;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;SUCUMBIOS;CUYABENO;1;31/7/2023
2023;7;NAPO;TENA;1;31/7/2023
2023;7;ORELLANA;LA JOYA DE LOS SACHAS;1;31/7/2023
2023;7;GUAYAS;GUAYAQUIL;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;1;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;COTOPAXI;PUJILI;5;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;1;31/7/2023
2023;7;ZAMORA CHINCHIPE;ZAMORA;1;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;IMBABURA;IBARRA;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;PASTAZA;PASTAZA;1;31/7/2023
2023;7;MORONA SANTIAGO;GUALAQUIZA;1;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;2;31/7/2023
2023;7;ZAMORA CHINCHIPE;YANTZAZA;1;31/7/2023
2023;7;LOS RIOS;BABAHOYO;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;ORELLANA;LA JOYA DE LOS SACHAS;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;2;31/7/2023
2023;7;SUCUMBIOS;LAGO AGRIO;1;31/7/2023
2023;7;SANTA ELENA;SANTA ELENA;0;31/7/2023
2023;7;GUAYAS;GUAYAQUIL;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;MANABI;MANTA;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;ORELLANA;LA JOYA DE LOS SACHAS;0;31/7/2023
2023;7;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO DE LOS TSACHILAS;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;MORONA SANTIAGO;GUALAQUIZA;1;31/7/2023
2023;7;SUCUMBIOS;SHUSHUFINDI;0;31/7/2023
2023;7;AZUAY;CUENCA;16;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;1;31/7/2023
2023;7;SUCUMBIOS;LAGO AGRIO;1;31/7/2023
2023;7;ESMERALDAS;ESMERALDAS;2;31/7/2023
2023;7;ZAMORA CHINCHIPE;YANTZAZA;0;31/7/2023
2023;7;ESMERALDAS;ESMERALDAS;8;31/7/2023
2023;7;ESMERALDAS;ESMERALDAS;1;31/7/2023
2023;7;CARCHI;TULCAN;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;MORONA SANTIAGO;MORONA;0;31/7/2023
2023;7;ESMERALDAS;ESMERALDAS;2;31/7/2023
2023;7;AZUAY;CUENCA;22;31/7/2023
2023;7;ZAMORA CHINCHIPE;ZAMORA;0;31/7/2023
2023;7;NAPO;TENA;1;31/7/2023
2023;7;MORONA SANTIAGO;MORONA;1;31/7/2023
2023;7;NAPO;TENA;3;31/7/2023
2023;7;ESMERALDAS;MUISNE;3;31/7/2023
2023;7;SUCUMBIOS;LAGO AGRIO;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;SUCUMBIOS;LAGO AGRIO;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;ESMERALDAS;SAN LORENZO;1;31/7/2023
2023;7;GALAPAGOS;SAN CRISTOBAL;0;31/7/2023
2023;7;SUCUMBIOS;LAGO AGRIO;0;31/7/2023
2023;7;ZAMORA CHINCHIPE;EL PANGUI;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;ORELLANA;AGUARICO;1;31/7/2023
2023;7;NAPO;TENA;1;31/7/2023
2023;7;SUCUMBIOS;LAGO AGRIO;0;31/7/2023
2023;7;NAPO;TENA;1;31/7/2023
2023;7;SUCUMBIOS;LAGO AGRIO;0;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;MORONA SANTIAGO;MORONA;0;31/7/2023
2023;7;EL ORO;ARENILLAS;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;SUCUMBIOS;LAGO AGRIO;1;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;ORELLANA;LA JOYA DE LOS SACHAS;3;31/7/2023
2023;7;ORELLANA;LA JOYA DE LOS SACHAS;2;31/7/2023
2023;7;NAPO;EL CHACO;1;31/7/2023
2023;7;SUCUMBIOS;LAGO AGRIO;0;31/7/2023
2023;7;MORONA SANTIAGO;LOGRO¥O;1;31/7/2023
2023;7;ORELLANA;LA JOYA DE LOS SACHAS;1;31/7/2023
2023;7;ORELLANA;LA JOYA DE LOS SACHAS;1;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;1;31/7/2023
2023;7;ZAMORA CHINCHIPE;EL PANGUI;1;31/7/2023
2023;7;GUAYAS;GUAYAQUIL;0;31/7/2023
2023;7;GUAYAS;GUAYAQUIL;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;GUAYAS;GUAYAQUIL;0;31/7/2023
2023;7;PASTAZA;PASTAZA;0;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;SUCUMBIOS;LAGO AGRIO;1;31/7/2023
2023;7;PASTAZA;PASTAZA;1;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;TUNGURAHUA;AMBATO;1;31/7/2023
2023;7;NAPO;TENA;1;31/7/2023
2023;7;ESMERALDAS;ESMERALDAS;5;31/7/2023
2023;7;GUAYAS;GUAYAQUIL;0;31/7/2023
2023;7;ESMERALDAS;ESMERALDAS;5;31/7/2023
2023;7;TUNGURAHUA;BA¥OS DE AGUA SANTA;0;31/7/2023
2023;7;PICHINCHA;QUITO;1;31/7/2023
2023;7;GUAYAS;GUAYAQUIL;0;31/7/2023
2023;7;GUAYAS;GUAYAQUIL;0;31/7/2023
2023;7;PASTAZA;PASTAZA;1;31/7/2023
2023;7;TUNGURAHUA;AMBATO;0;31/7/2023
2023;7;GUAYAS;GUAYAQUIL;0;31/7/2023
2023;7;TUNGURAHUA;BA¥OS DE AGUA SANTA;1;31/7/2023
2023;7;TUNGURAHUA;BA¥OS DE AGUA SANTA;1;31/7/2023
2023;7;NAPO;TENA;3;31/7/2023
2023;7;GUAYAS;DURAN;0;31/7/2023
2023;7;ESMERALDAS;ESMERALDAS;0;31/7/2023
2023;7;ZAMORA CHINCHIPE;CENTINELA DEL CONDOR;3;31/7/2023
2023;7;ZAMORA CHINCHIPE;CENTINELA DEL CONDOR;1;31/7/2023
2023;7;ZAMORA CHINCHIPE;PAQUISHA;1;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;ZAMORA CHINCHIPE;ZAMORA;0;31/7/2023
2023;7;GUAYAS;GUAYAQUIL;0;31/7/2023
2023;7;ZAMORA CHINCHIPE;ZAMORA;0;31/7/2023
2023;7;ZAMORA CHINCHIPE;EL PANGUI;0;31/7/2023
2023;7;ZAMORA CHINCHIPE;ZAMORA;0;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;ZAMORA CHINCHIPE;ZAMORA;0;31/7/2023
2023;7;ZAMORA CHINCHIPE;ZAMORA;0;31/7/2023
2023;7;ZAMORA CHINCHIPE;ZAMORA;0;31/7/2023
2023;7;ZAMORA CHINCHIPE;EL PANGUI;0;31/7/2023
2023;7;ZAMORA CHINCHIPE;ZAMORA;0;31/7/2023
2023;7;LOJA;LOJA;0;31/7/2023
2023;7;PICHINCHA;QUITO;1;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;ZAMORA CHINCHIPE;ZAMORA;1;31/7/2023
2023;7;COTOPAXI;LATACUNGA;1;31/7/2023
2023;7;GUAYAS;GUAYAQUIL;0;31/7/2023
2023;7;ZAMORA CHINCHIPE;ZAMORA;0;31/7/2023
2023;7;IMBABURA;IBARRA;0;31/7/2023
2023;7;MANABI;MANTA;0;31/7/2023
2023;7;MORONA SANTIAGO;MACAS;0;31/7/2023
2023;7;SUCUMBIOS;LAGO AGRIO;1;31/7/2023
2023;7;PICHINCHA;RUMI¥AHUI;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;2;31/7/2023
2023;7;IMBABURA;IBARRA;0;31/7/2023
2023;7;TUNGURAHUA;AMBATO;0;31/7/2023
2023;7;IMBABURA;IBARRA;0;31/7/2023
2023;7;SUCUMBIOS;LAGO AGRIO;0;31/7/2023
2023;7;ZAMORA CHINCHIPE;EL PANGUI;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;1;31/7/2023
2023;7;MORONA SANTIAGO;MACAS;0;31/7/2023
2023;7;GUAYAS;MILAGRO;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;MORONA SANTIAGO;MACAS;1;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;MORONA SANTIAGO;PALORA;1;31/7/2023
2023;7;IMBABURA;IBARRA;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;ZAMORA CHINCHIPE;EL PANGUI;1;31/7/2023
2023;7;MORONA SANTIAGO;MORONA;1;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;EL ORO;MACHALA;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;TUNGURAHUA;AMBATO;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;MANABI;PORTOVIEJO;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;MANABI;PORTOVIEJO;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;ZAMORA CHINCHIPE;EL PANGUI;1;31/7/2023
2023;7;NAPO;TENA;0;31/7/2023
2023;7;PICHINCHA;QUITO;1;31/7/2023
2023;7;ORELLANA;LA JOYA DE LOS SACHAS;0;31/7/2023
2023;7;NAPO;TENA;0;31/7/2023
2023;7;CHIMBORAZO;GUANO;0;31/7/2023
2023;7;SUCUMBIOS;SUCUMBIOS;0;31/7/2023
2023;7;NAPO;TENA;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;PASTAZA;PASTAZA;0;31/7/2023
2023;7;PASTAZA;PASTAZA;2;31/7/2023
2023;7;NAPO;TENA;0;31/7/2023
2023;7;MORONA SANTIAGO;TAISHA;1;31/7/2023
2023;7;CHIMBORAZO;RIOBAMBA;0;31/7/2023
2023;7;ZAMORA CHINCHIPE;ZAMORA;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;ZAMORA CHINCHIPE;YANTZAZA;2;31/7/2023
2023;7;IMBABURA;IBARRA;0;31/7/2023
2023;7;NAPO;EL CHACO;4;31/7/2023
2023;7;SUCUMBIOS;LAGO AGRIO;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;SUCUMBIOS;LAGO AGRIO;1;31/7/2023
2023;7;MORONA SANTIAGO;MACAS;1;31/7/2023
2023;7;SUCUMBIOS;LAGO AGRIO;1;31/7/2023
2023;7;IMBABURA;IBARRA;0;31/7/2023
2023;7;ORELLANA;LA JOYA DE LOS SACHAS;0;31/7/2023
2023;7;ZAMORA CHINCHIPE;CENTINELA DEL CONDOR;3;31/7/2023
2023;7;ORELLANA;LA JOYA DE LOS SACHAS;0;31/7/2023
2023;7;SUCUMBIOS;LAGO AGRIO;2;31/7/2023
2023;7;LOJA;LOJA;0;31/7/2023
2023;7;ZAMORA CHINCHIPE;CENTINELA DEL CONDOR;2;31/7/2023
2023;7;ZAMORA CHINCHIPE;PAQUISHA;1;31/7/2023
2023;7;IMBABURA;IBARRA;0;31/7/2023
2023;7;ORELLANA;LA JOYA DE LOS SACHAS;0;31/7/2023
2023;7;LOJA;LOJA;0;31/7/2023
2023;7;LOJA;LOJA;0;31/7/2023
2023;7;ORELLANA;LA JOYA DE LOS SACHAS;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO DE LOS TSACHILAS;0;31/7/2023
2023;7;PASTAZA;PASTAZA;1;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;1;31/7/2023
2023;7;SUCUMBIOS;LAGO AGRIO;1;31/7/2023
2023;7;SUCUMBIOS;NUEVA LOJA;1;31/7/2023
2023;7;ZAMORA CHINCHIPE;YANTZAZA;2;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;NAPO;TENA;1;31/7/2023
2023;7;PASTAZA;PASTAZA;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;MORONA SANTIAGO;MACAS;1;31/7/2023
2023;7;ZAMORA CHINCHIPE;EL PANGUI;1;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;CHIMBORAZO;RIOBAMBA;1;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;1;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;SUCUMBIOS;SHUSHUFINDI;0;31/7/2023
2023;7;GUAYAS;DURAN;0;31/7/2023
2023;7;ZAMORA CHINCHIPE;YACUAMBI;1;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;SUCUMBIOS;PUTUMAYO;36;31/7/2023
2023;7;PASTAZA;MERA;1;31/7/2023
2023;7;GUAYAS;GUAYAQUIL;0;31/7/2023
2023;7;GUAYAS;GUAYAQUIL;1;31/7/2023
2023;7;ZAMORA CHINCHIPE;PAQUISHA;1;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;IMBABURA;IBARRA;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;GALAPAGOS;SAN CRISTOBAL;2;31/7/2023
2023;7;SUCUMBIOS;SHUSHUFINDI;0;31/7/2023
2023;7;GUAYAS;GUAYAQUIL;0;31/7/2023
2023;7;SUCUMBIOS;SHUSHUFINDI;0;31/7/2023
2023;7;MORONA SANTIAGO;SAN JUAN BOSCO;1;31/7/2023
2023;7;ZAMORA CHINCHIPE;CENTINELA DEL CONDOR;0;31/7/2023
2023;7;IMBABURA;IBARRA;0;31/7/2023
2023;7;GUAYAS;GUAYAQUIL;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;TUNGURAHUA;AMBATO;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;PICHINCHA;QUITO;1;31/7/2023
2023;7;LOJA;LOJA;0;31/7/2023
2023;7;EL ORO;MACHALA;0;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;TUNGURAHUA;AMBATO;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;1;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;LOJA;LOJA;0;31/7/2023
2023;7;PASTAZA;PASTAZA;0;31/7/2023
2023;7;SUCUMBIOS;LAGO AGRIO;1;31/7/2023
2023;7;TUNGURAHUA;AMBATO;0;31/7/2023
2023;7;TUNGURAHUA;AMBATO;0;31/7/2023
2023;7;PICHINCHA;RUMI¥AHUI;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;7;31/7/2023
2023;7;ORELLANA;LA JOYA DE LOS SACHAS;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;MORONA SANTIAGO;SUCUA;1;31/7/2023
2023;7;PICHINCHA;MEJIA;1;31/7/2023
2023;7;MORONA SANTIAGO;SUCUA;1;31/7/2023
2023;7;COTOPAXI;LATACUNGA;0;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;IMBABURA;IBARRA;0;31/7/2023
2023;7;SUCUMBIOS;NUEVA LOJA;1;31/7/2023
2023;7;CHIMBORAZO;RIOBAMBA;0;31/7/2023
2023;7;EL ORO;EL GUABO;0;31/7/2023
2023;7;SUCUMBIOS;LAGO AGRIO;1;31/7/2023
2023;7;CHIMBORAZO;RIOBAMBA;0;31/7/2023
2023;7;ZAMORA CHINCHIPE;YANTZAZA;1;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;ZAMORA CHINCHIPE;EL PANGUI;1;31/7/2023
2023;7;ZAMORA CHINCHIPE;EL PANGUI;1;31/7/2023
2023;7;LOS RIOS;BABAHOYO;1;31/7/2023
2023;7;TUNGURAHUA;AMBATO;0;31/7/2023
2023;7;ORELLANA;LORETO;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;CHIMBORAZO;RIOBAMBA;0;31/7/2023
2023;7;GUAYAS;GUAYAQUIL;0;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;TUNGURAHUA;AMBATO;1;31/7/2023
2023;7;ZAMORA CHINCHIPE;YANTZAZA;0;31/7/2023
2023;7;SUCUMBIOS;LAGO AGRIO;1;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;ZAMORA CHINCHIPE;ZAMORA;1;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;TUNGURAHUA;QUERO;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;SUCUMBIOS;LAGO AGRIO;1;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;GUAYAS;GUAYAQUIL;1;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;PASTAZA;PASTAZA;1;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;CHIMBORAZO;PALLATANGA;1;31/7/2023
2023;7;CHIMBORAZO;PALLATANGA;1;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;CHIMBORAZO;PALLATANGA;1;31/7/2023
2023;7;CHIMBORAZO;PALLATANGA;1;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;PICHINCHA;QUITO;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;ORELLANA;LA JOYA DE LOS SACHAS;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;5;31/7/2023
2023;7;EL ORO;MACHALA;0;31/7/2023
2023;7;TUNGURAHUA;AMBATO;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;1;31/7/2023
2023;7;AZUAY;CUENCA;0;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;0;31/7/2023
2023;7;SUCUMBIOS;LAGO AGRIO;3;31/7/2023
